"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"639","% aged 0 to 4 years","","","E92000001","England","England","Persons","0-4 yrs","","","2021","5.104417048134859","5.098884562531203","5.109955213468261","5.095696680014755","5.113151535572495","3099904","60729834","<span class=""tooltipValueNote"">* Aggregated from all known lower geography values</span>","Decreasing","","","20210000","","","1y"
"639","% aged 0 to 4 years","","","E38000101","NHS Liverpool CCG","General Practice","Persons","0-4 yrs","","","2021","5.117165023115538","","","","","28369","554389","","No significant change","","","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82054","Abercromby Family Practice","General Practice","Persons","0-4 yrs","","","2021","5.576","","","","","378","6779","","No significant change","2nd highest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82086","Abingdon Family Health Care Centre","General Practice","Persons","0-4 yrs","","","2021","5.1783","","","","","183","3534","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82053","Aintree Park","General Practice","Persons","0-4 yrs","","","2021","5.4272","","","","","897","16528","","No significant change","2nd highest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82095","Albion Surgery","General Practice","Persons","0-4 yrs","","","2021","5.4954","","","","","259","4713","","No significant change","2nd highest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82103","Anfield Group Practice","General Practice","Persons","0-4 yrs","","","2021","7.103","","","","","560","7884","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82094","Belle Vale Health Centre","General Practice","Persons","0-4 yrs","","","2021","4.6367","","","","","374","8066","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82671","Bigham Road Medical Centre","General Practice","Persons","0-4 yrs","","","2021","3.9052","","","","","89","2279","","Decreasing","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82617","Brownlow at Marybone","General Practice","Persons","0-4 yrs","","","2021","1.3808","","","","","104","7532","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82117","Brownlow Group Practice","General Practice","Persons","0-4 yrs","","","2021","1.248","","","","","586","46957","","Decreasing","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82076","Brownlow Health @ Princes Park","General Practice","Persons","0-4 yrs","","","2021","6.3475","","","","","525","8271","","No significant change","Highest quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82645","Brownlow Health At Kensington","General Practice","Persons","0-4 yrs","","","2021","4.8289","","","","","333","6896","","No significant change","Middle quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82077","D.K. Shah","General Practice","Persons","0-4 yrs","","","2021","5.4815","","","","","148","2700","","No significant change","2nd highest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82093","Derby Lane Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.8392","","","","","164","3389","","No significant change","Middle quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82033","Dingle Park Practice","General Practice","Persons","0-4 yrs","","","2021","5.5556","","","","","304","5472","","No significant change","2nd highest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82003","Dovecot Health Centre","General Practice","Persons","0-4 yrs","","","2021","5.7333","","","","","224","3907","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82067","Dr A Gupta Benim Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.2697","","","","","171","4005","","No significant change","2nd lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82650","Dr A Singh & Dr S Bicha","General Practice","Persons","0-4 yrs","","","2021","7.4011","","","","","305","4121","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82646","Dr Jude's Practice - Riverside","General Practice","Persons","0-4 yrs","","","2021","7.2006","","","","","695","9652","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000101","NHS Liverpool CCG","N82662","Dunstan Village Group Practice","General Practice","Persons","0-4 yrs","","","2021","7.8431","","","","","552","7038","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
