"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"639","% aged 0 to 4 years","","","E92000001","England","England","Persons","0-4 yrs","","","2021","5.104417048134859","5.098884562531203","5.109955213468261","5.095696680014755","5.113151535572495","3099904","60729834","<span class=""tooltipValueNote"">* Aggregated from all known lower geography values</span>","Decreasing","","","20210000","","","1y"
"639","% aged 0 to 4 years","","","E38000208","NHS Wirral CCG","General Practice","Persons","0-4 yrs","","","2021","4.809639979300658","","","","","16265","338175","","Decreasing","","","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85003","Allport Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.8493","","","","","222","4578","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85648","Blackheath Med Ctr","General Practice","Persons","0-4 yrs","","","2021","5.2692","","","","","185","3511","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85017","Cavendish Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.5648","","","","","300","5391","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85027","Central Park Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.5677","","","","","585","10507","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85633","Church Road Medical Practice","General Practice","Persons","0-4 yrs","","","2021","7.5109","","","","","309","4114","","Increasing","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85006","Civic Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.3956","","","","","424","9646","","Decreasing","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85044","Claughton Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.4739","","","","","834","15236","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000208","NHS Wirral CCG","N85009","Commonfield Rd Surgery","General Practice","Persons","0-4 yrs","","","2021","4.5506","","","","","242","5318","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
